sp,cen_interval,tStart,tEnd,tCenInt,Nt0,Nt1,S_t1,M_t1,R_t1,site
gar2in,5,2000-05-14,2005-05-29,5.041095890410959,3808,3923,3417,1.619335782875177e-4,2.095611013132582e-4,bci
gar2in,6,2005-05-29,2010-05-17,4.967123287671233,3923,4076,3505,1.759627337966193e-4,2.4037014592791776e-4,bci
gar2in,7,2010-05-17,2015-07-09,5.144808743169399,4076,4307,3625,1.837010829982981e-4,2.777918816071825e-4,bci
poutst,1,1982-01-01,1985-05-03,3.334246575342466,24,26,22,1.2364175385699827e-6,2.4728350771399654e-6,bci
poutst,2,1985-05-03,1990-08-10,5.271232876712329,26,28,22,1.622126274191041e-6,2.4331894112865615e-6,bci
poutst,3,1990-08-10,1995-05-20,4.7753424657534245,28,32,24,1.7788452665880508e-6,3.5576905331761017e-6,bci
poutst,4,1995-05-20,2000-05-14,4.983606557377049,32,34,32,0,NaN,bci
poutst,5,2000-05-14,2005-05-29,5.041095890410959,34,28,24,4.539716236911703e-6,1.8158864947646812e-6,bci
poutst,6,2005-05-29,2010-05-17,4.967123287671233,28,25,23,2.1743977536639596e-6,8.697591014655838e-7,bci
poutst,7,2010-05-17,2015-07-09,5.144808743169399,25,23,22,1.2270456331376356e-6,4.090152110458785e-7,bci
tab1gu,1,1982-01-01,1985-05-03,3.334246575342466,37,37,32,3.1530143473435847e-6,3.1530143473435847e-6,bci
tab1gu,2,1985-05-03,1990-08-10,5.271232876712329,37,36,32,2.010320529682851e-6,1.6082564237462808e-6,bci
tab1gu,3,1990-08-10,1995-05-20,4.7753424657534245,36,35,30,2.6971291108707333e-6,2.2476075923922778e-6,bci
tab1gu,4,1995-05-20,2000-05-14,4.983606557377049,35,28,28,3.0651521042139535e-6,0,bci
tab1gu,5,2000-05-14,2005-05-29,5.041095890410959,28,30,24,1.6864960581455043e-6,2.5297440872182567e-6,bci
tab1gu,6,2005-05-29,2010-05-17,4.967123287671233,30,28,26,1.7039137143746675e-6,8.519568571873338e-7,bci
tab1gu,7,2010-05-17,2015-07-09,5.144808743169399,28,30,24,1.6530052585957317e-6,2.479507887893598e-6,bci
ingafa,1,1982-01-01,1985-05-03,3.334246575342466,54,55,49,3.101828279870538e-6,3.722193935844646e-6,bci
ingafa,2,1985-05-03,1990-08-10,5.271232876712329,55,67,44,4.559370677846252e-6,9.533229599133073e-6,bci
ingafa,3,1990-08-10,1995-05-20,4.7753424657534245,67,65,51,7.442217890079379e-6,6.511940653819456e-6,bci
ingafa,4,1995-05-20,2000-05-14,4.983606557377049,65,46,43,1.0343494260395611e-5,1.410476490053947e-6,bci
ingafa,5,2000-05-14,2005-05-29,5.041095890410959,46,35,33,5.866076706327793e-6,9.02473339435045e-7,bci
ingafa,6,2005-05-29,2010-05-17,4.967123287671233,35,33,29,2.600617420909138e-6,1.7337449472727587e-6,bci
ingafa,7,2010-05-17,2015-07-09,5.144808743169399,33,21,17,7.983364372738407e-6,1.995841093184602e-6,bci
sch1zo,1,1982-01-01,1985-05-03,3.334246575342466,0,0,0,NaN,NaN,bci
sch1zo,2,1985-05-03,1990-08-10,5.271232876712329,0,0,0,NaN,NaN,bci
sch1zo,3,1990-08-10,1995-05-20,4.7753424657534245,0,0,0,NaN,NaN,bci
sch1zo,4,1995-05-20,2000-05-14,4.983606557377049,0,0,0,NaN,NaN,bci
sch1zo,5,2000-05-14,2005-05-29,5.041095890410959,0,0,0,NaN,NaN,bci
sch1zo,6,2005-05-29,2010-05-17,4.967123287671233,0,0,0,NaN,NaN,bci
sch1zo,7,2010-05-17,2015-07-09,5.144808743169399,0,0,0,NaN,NaN,bci
sterap,1,1982-01-01,1985-05-03,3.334246575342466,36,22,18,1.3514496492143738e-5,3.0032214426986086e-6,bci
sterap,2,1985-05-03,1990-08-10,5.271232876712329,22,27,16,2.579492259180153e-6,4.72906914183028e-6,bci
sterap,3,1990-08-10,1995-05-20,4.7753424657534245,27,24,17,4.985974714816621e-6,3.4901823003716347e-6,bci
sterap,4,1995-05-20,2000-05-14,4.983606557377049,24,19,14,4.920505949565195e-6,2.4602529747825973e-6,bci
sterap,5,2000-05-14,2005-05-29,5.041095890410959,19,15,13,2.7555888248927423e-6,9.185296082975808e-7,bci
sterap,6,2005-05-29,2010-05-17,4.967123287671233,15,17,10,2.3516067387769013e-6,3.2922494342876617e-6,bci
sterap,7,2010-05-17,2015-07-09,5.144808743169399,17,14,8,4.633652291116762e-6,3.0891015274111747e-6,bci
cassel,1,1982-01-01,1985-05-03,3.334246575342466,625,696,580,2.7702080800809244e-5,7.140980828653049e-5,bci
cassel,2,1985-05-03,1990-08-10,5.271232876712329,696,759,606,3.6090256007360366e-5,6.135343521251261e-5,bci
cassel,3,1990-08-10,1995-05-20,4.7753424657534245,759,788,700,2.5506822021192362e-5,3.8044073523134375e-5,bci
cassel,4,1995-05-20,2000-05-14,4.983606557377049,788,784,696,3.877532893477983e-5,3.7089445068050275e-5,bci
cassel,5,2000-05-14,2005-05-29,5.041095890410959,784,819,695,3.703546814287414e-5,5.159997808670104e-5,bci
cassel,6,2005-05-29,2010-05-17,4.967123287671233,819,830,716,4.372787867735156e-5,4.839784630308814e-5,bci
cassel,7,2010-05-17,2015-07-09,5.144808743169399,830,804,702,5.31720632925774e-5,4.2371487936272615e-5,bci
calolo,1,1982-01-01,1985-05-03,3.334246575342466,505,555,419,5.4996794513506974e-5,8.697167504461567e-5,bci
calolo,2,1985-05-03,1990-08-10,5.271232876712329,555,722,456,4.06116027699658e-5,1.0911804380617073e-4,bci
calolo,3,1990-08-10,1995-05-20,4.7753424657534245,722,835,598,5.5870479603309756e-5,1.0678470698374527e-4,bci
calolo,4,1995-05-20,2000-05-14,4.983606557377049,835,974,680,6.741051409275546e-5,1.2786252350496842e-4,bci
calolo,5,2000-05-14,2005-05-29,5.041095890410959,974,1279,803,7.319125142481699e-5,2.0373705074978296e-4,bci
calolo,6,2005-05-29,2010-05-17,4.967123287671233,1279,1667,1069,9.071760514321315e-5,2.5832918036019744e-4,bci
calolo,7,2010-05-17,2015-07-09,5.144808743169399,1667,1995,1352,1.3299870246300717e-4,2.7148624026575747e-4,bci
hyeral,1,1982-01-01,1985-05-03,3.334246575342466,45,45,34,7.256777052205385e-6,7.256777052205385e-6,bci
hyeral,2,1985-05-03,1990-08-10,5.271232876712329,45,44,30,6.663276148698374e-6,6.219057738785149e-6,bci
hyeral,3,1990-08-10,1995-05-20,4.7753424657534245,44,35,29,7.356720422242376e-6,2.9426881688969504e-6,bci
hyeral,4,1995-05-20,2000-05-14,4.983606557377049,35,26,18,8.743957542861905e-6,4.114803549582073e-6,bci
hyeral,5,2000-05-14,2005-05-29,5.041095890410959,26,33,16,4.774512122257836e-6,8.116670607838322e-6,bci
hyeral,6,2005-05-29,2010-05-17,4.967123287671233,33,63,20,6.329559023420952e-6,2.0936233692853918e-5,bci
hyeral,7,2010-05-17,2015-07-09,5.144808743169399,63,55,41,1.0093072663372435e-5,6.422864422146095e-6,bci
