sp,cen_interval,tStart,tEnd,tCenInt,Nt0,Nt1,S_t1,M_t1,R_t1,site
amaico,2,1985-05-03,1990-08-10,5.271232876712329,29,30,29,0,NaN,bci
amaico,3,1990-08-10,1995-05-20,4.7753424657534245,30,27,26,1.7713239878383758e-6,4.4283099695959395e-7,bci
amaico,4,1995-05-20,2000-05-14,4.983606557377049,27,25,24,1.2612778921956004e-6,4.2042596406520013e-7,bci
amaico,5,2000-05-14,2005-05-29,5.041095890410959,25,24,23,8.202166311409521e-7,4.1010831557047604e-7,bci
amaico,6,2005-05-29,2010-05-17,4.967123287671233,24,19,18,2.7010537454856964e-6,4.501756242476161e-7,bci
amaico,7,2010-05-17,2015-07-09,5.144808743169399,19,19,18,3.972541036395494e-7,3.972541036395494e-7,bci
pla2el,1,1982-01-01,1985-05-03,3.334246575342466,174,162,147,1.7161771039677716e-5,9.534317244265399e-6,bci
pla2el,2,1985-05-03,1990-08-10,5.271232876712329,162,166,138,9.707185490687897e-6,1.1325049739135881e-5,bci
pla2el,3,1990-08-10,1995-05-20,4.7753424657534245,166,145,129,1.7077317101789064e-5,7.384785773746622e-6,bci
pla2el,4,1995-05-20,2000-05-14,4.983606557377049,145,126,113,1.415263293442494e-5,5.749507129610132e-6,bci
pla2el,5,2000-05-14,2005-05-29,5.041095890410959,126,122,103,9.876694644107475e-6,8.159008619045306e-6,bci
pla2el,6,2005-05-29,2010-05-17,4.967123287671233,122,109,95,1.1983553172241971e-5,6.213694237458799e-6,bci
pla2el,7,2010-05-17,2015-07-09,5.144808743169399,109,101,93,6.62389610580853e-6,3.311948052904265e-6,bci
cordal,1,1982-01-01,1985-05-03,3.334246575342466,111,109,94,1.0796860748384748e-5,9.526641836810073e-6,bci
cordal,2,1985-05-03,1990-08-10,5.271232876712329,109,121,94,6.037776835143745e-6,1.086799830325874e-5,bci
cordal,3,1990-08-10,1995-05-20,4.7753424657534245,121,110,97,1.0948261702139911e-5,5.930308421992452e-6,bci
cordal,4,1995-05-20,2000-05-14,4.983606557377049,110,95,84,1.1587888931843973e-5,4.902568394241681e-6,bci
cordal,5,2000-05-14,2005-05-29,5.041095890410959,95,150,79,6.82555249012154e-6,3.0288389174914333e-5,bci
cordal,6,2005-05-29,2010-05-17,4.967123287671233,150,192,114,1.612562081363572e-5,3.493884509621073e-5,bci
cordal,7,2010-05-17,2015-07-09,5.144808743169399,192,223,140,2.286566853970996e-5,3.649712478453705e-5,bci
dio2ar,1,1982-01-01,1985-05-03,3.334246575342466,49,57,46,1.839468352838129e-6,6.744717293739807e-6,bci
dio2ar,2,1985-05-03,1990-08-10,5.271232876712329,57,71,55,7.698572746646582e-7,6.158858197317266e-6,bci
dio2ar,3,1990-08-10,1995-05-20,4.7753424657534245,71,84,71,0,NaN,bci
dio2ar,4,1995-05-20,2000-05-14,4.983606557377049,84,93,82,8.103803257974089e-7,4.457091791885749e-6,bci
dio2ar,5,2000-05-14,2005-05-29,5.041095890410959,93,101,87,2.4444888638839826e-6,5.703807349062626e-6,bci
dio2ar,6,2005-05-29,2010-05-17,4.967123287671233,101,115,95,2.4753276300286106e-6,8.251092100095369e-6,bci
dio2ar,7,2010-05-17,2015-07-09,5.144808743169399,115,131,102,5.300773982616026e-6,1.1824803499681904e-5,bci
tratas,1,1982-01-01,1985-05-03,3.334246575342466,113,98,93,1.2824769218600814e-5,3.2061923046502036e-6,bci
tratas,2,1985-05-03,1990-08-10,5.271232876712329,98,83,81,6.957543010159368e-6,8.185344717834551e-7,bci
tratas,3,1990-08-10,1995-05-20,4.7753424657534245,83,68,65,8.283827114137523e-6,1.3806378523562536e-6,bci
tratas,4,1995-05-20,2000-05-14,4.983606557377049,68,66,59,3.8196296374671e-6,2.9708230513633e-6,bci
tratas,5,2000-05-14,2005-05-29,5.041095890410959,66,66,57,3.7834982307929562e-6,3.7834982307929562e-6,bci
tratas,6,2005-05-29,2010-05-17,4.967123287671233,66,79,59,2.946113087962562e-6,8.41746596560732e-6,bci
tratas,7,2010-05-17,2015-07-09,5.144808743169399,79,71,62,7.269059209989432e-6,3.848325464112052e-6,bci
colugl,1,1982-01-01,1985-05-03,3.334246575342466,2,1,1,7.50805360674652e-7,0,bci
colugl,2,1985-05-03,1990-08-10,5.271232876712329,1,1,1,0,NaN,bci
colugl,3,1990-08-10,1995-05-20,4.7753424657534245,1,2,1,0,NaN,bci
colugl,4,1995-05-20,2000-05-14,4.983606557377049,2,4,2,0,NaN,bci
colugl,5,2000-05-14,2005-05-29,5.041095890410959,4,1,1,1.923414565799806e-6,0,bci
colugl,6,2005-05-29,2010-05-17,4.967123287671233,1,4,1,0,NaN,bci
colugl,7,2010-05-17,2015-07-09,5.144808743169399,4,3,1,1.8896347100196971e-6,1.2597564733464648e-6,bci
apeiti,1,1982-01-01,1985-05-03,3.334246575342466,45,40,38,4.450028757005254e-6,1.2714367877157868e-6,bci
apeiti,2,1985-05-03,1990-08-10,5.271232876712329,40,32,26,6.277852386013852e-6,2.690508165434508e-6,bci
apeiti,3,1990-08-10,1995-05-20,4.7753424657534245,32,29,27,2.2369873211429906e-6,8.947949284571962e-7,bci
apeiti,4,1995-05-20,2000-05-14,4.983606557377049,29,30,26,1.2570561881350572e-6,1.6760749175134096e-6,bci
apeiti,5,2000-05-14,2005-05-29,5.041095890410959,30,38,23,3.0805482771471636e-6,6.601174879601064e-6,bci
apeiti,6,2005-05-29,2010-05-17,4.967123287671233,38,50,28,4.531788640336311e-6,9.969935008739884e-6,bci
apeiti,7,2010-05-17,2015-07-09,5.144808743169399,50,45,35,6.697861079362688e-6,4.465240719575125e-6,bci
gar2in,1,1982-01-01,1985-05-03,3.334246575342466,3648,4070,3545,6.240365334148265e-5,3.1807687382794553e-4,bci
gar2in,2,1985-05-03,1990-08-10,5.271232876712329,4070,4373,3853,8.417163415712014e-5,2.0170161180508054e-4,bci
gar2in,3,1990-08-10,1995-05-20,4.7753424657534245,4373,4458,4125,1.0627744463554113e-4,1.4270318170820644e-4,bci
gar2in,4,1995-05-20,2000-05-14,4.983606557377049,4458,4590,4205,1.0391751791631755e-4,1.58135353350918e-4,bci
gar2in,5,2000-05-14,2005-05-29,5.041095890410959,4590,4798,4322,1.0890539226134155e-4,1.9342898028506934e-4,bci
gar2in,6,2005-05-29,2010-05-17,4.967123287671233,4798,5036,4500,1.2308088100999436e-4,2.2138037658173481e-4,bci
gar2in,7,2010-05-17,2015-07-09,5.144808743169399,5036,5340,4691,1.3797710658672283e-4,2.5955693383995104e-4,bci
poutst,1,1982-01-01,1985-05-03,3.334246575342466,65,65,61,2.4529077240576325e-6,2.4529077240576325e-6,bci
poutst,2,1985-05-03,1990-08-10,5.271232876712329,65,69,63,7.684749442678195e-7,2.3054248328034585e-6,bci
poutst,3,1990-08-10,1995-05-20,4.7753424657534245,69,73,66,1.27862673369577e-6,2.9834623786234633e-6,bci
poutst,4,1995-05-20,2000-05-14,4.983606557377049,73,72,70,1.2242238952004589e-6,8.161492634669725e-7,bci
poutst,5,2000-05-14,2005-05-29,5.041095890410959,72,69,65,2.8921786262790014e-6,1.652673500730858e-6,bci
poutst,6,2005-05-29,2010-05-17,4.967123287671233,69,64,63,2.5044357590396906e-6,4.1740595983994845e-7,bci
poutst,7,2010-05-17,2015-07-09,5.144808743169399,64,57,56,3.2794448817207636e-6,4.0993061021509545e-7,bci
tab1gu,1,1982-01-01,1985-05-03,3.334246575342466,76,76,71,3.0709416995371924e-6,3.070941699537192e-6,bci
tab1gu,2,1985-05-03,1990-08-10,5.271232876712329,76,78,73,1.1569032603126859e-6,1.928172100521143e-6,bci
tab1gu,3,1990-08-10,1995-05-20,4.7753424657534245,78,81,75,1.2760077576706532e-6,2.5520155153413064e-6,bci
tab1gu,4,1995-05-20,2000-05-14,4.983606557377049,81,73,73,3.3453260683354937e-6,0,bci
tab1gu,5,2000-05-14,2005-05-29,5.041095890410959,73,72,68,2.0405076767418832e-6,1.6324061413935065e-6,bci
tab1gu,6,2005-05-29,2010-05-17,4.967123287671233,72,66,65,2.9348083296452556e-6,4.192583328064651e-7,bci
tab1gu,7,2010-05-17,2015-07-09,5.144808743169399,66,67,61,2.005878605984173e-6,2.4070543271810078e-06,bci
ingafa,1,1982-01-01,1985-05-03,3.334246575342466,71,75,69,1.2116929548347745e-6,3.6350788645043235e-6,bci
ingafa,2,1985-05-03,1990-08-10,5.271232876712329,75,94,70,1.950492257823222e-6,9.362362837551467e-6,bci
ingafa,3,1990-08-10,1995-05-20,4.7753424657534245,94,95,83,4.836328933066891e-6,5.275995199709336e-6,bci
ingafa,4,1995-05-20,2000-05-14,4.983606557377049,95,81,78,7.37027483197913e-6,1.3006367350551404e-6,bci
ingafa,5,2000-05-14,2005-05-29,5.041095890410959,81,65,63,7.878199620754998e-6,8.75355513417222e-7,bci
ingafa,6,2005-05-29,2010-05-17,4.967123287671233,65,61,58,2.948214615583108e-6,1.2635205495356179e-6,bci
ingafa,7,2010-05-17,2015-07-09,5.144808743169399,61,53,50,4.625430816824876e-6,1.2614811318613298e-6,bci
sch1zo,1,1982-01-01,1985-05-03,3.334246575342466,44,41,41,1.8441946785008536e-6,0,bci
sch1zo,2,1985-05-03,1990-08-10,5.271232876712329,41,36,35,2.424779908751321e-6,4.0412998479188687e-7,bci
sch1zo,3,1990-08-10,1995-05-20,4.7753424657534245,36,33,33,1.3000300454791001e-6,0,bci
sch1zo,4,1995-05-20,2000-05-14,4.983606557377049,33,30,28,2.1404565738135387e-6,8.561826295254155e-7,bci
sch1zo,5,2000-05-14,2005-05-29,5.041095890410959,30,34,27,1.241005302472711e-6,2.895679039102992e-6,bci
sch1zo,6,2005-05-29,2010-05-17,4.967123287671233,34,32,32,8.249077626976766e-7,0,bci
sch1zo,7,2010-05-17,2015-07-09,5.144808743169399,32,32,29,1.2129263324732804e-6,1.2129263324732804e-6,bci
sterap,1,1982-01-01,1985-05-03,3.334246575342466,66,63,59,4.364831805431593e-6,2.4941896031037673e-6,bci
sterap,2,1985-05-03,1990-08-10,5.271232876712329,63,66,57,2.3697594000362207e-6,3.5546391000543306e-6,bci
sterap,3,1990-08-10,1995-05-20,4.7753424657534245,66,67,61,2.15979622605273e-6,2.591755471263276e-6,bci
sterap,4,1995-05-20,2000-05-14,4.983606557377049,67,57,54,5.67627510728861e-6,1.3099096401435253e-6,bci
sterap,5,2000-05-14,2005-05-29,5.041095890410959,57,52,51,2.4877257817228267e-6,4.146209636204711e-7,bci
sterap,6,2005-05-29,2010-05-17,4.967123287671233,52,53,47,2.0953219434869713e-6,2.514386332184365e-6,bci
sterap,7,2010-05-17,2015-07-09,5.144808743169399,53,52,45,3.318257001457572e-6,2.9034748762753756e-06,bci
cassel,1,1982-01-01,1985-05-03,3.334246575342466,765,864,747,1.0887174080741351e-5,7.076663152481879e-5,bci
cassel,2,1985-05-03,1990-08-10,5.271232876712329,864,962,817,1.8239072255517456e-5,5.6269478235107046e-5,bci
cassel,3,1990-08-10,1995-05-20,4.7753424657534245,962,1014,930,1.3581989169737733e-5,3.565272157056155e-5,bci
cassel,4,1995-05-20,2000-05-14,4.983606557377049,1014,1050,965,2.0055657462126984e-5,3.479042620981211e-5,bci
cassel,5,2000-05-14,2005-05-29,5.041095890410959,1050,1110,994,2.2708132349699217e-5,4.703827415294838e-5,bci
cassel,6,2005-05-29,2010-05-17,4.967123287671233,1110,1149,1041,2.8499227533993853e-5,4.46074865749469e-5,bci
cassel,7,2010-05-17,2015-07-09,5.144808743169399,1149,1158,1066,3.324740505197613e-5,3.6852545358816915e-5,bci
calolo,1,1982-01-01,1985-05-03,3.334246575342466,647,730,595,3.21112406289941e-5,8.336572086373468e-5,bci
calolo,2,1985-05-03,1990-08-10,5.271232876712329,730,902,645,3.388841967197716e-5,1.0246263359644859e-4,bci
calolo,3,1990-08-10,1995-05-20,4.7753424657534245,902,1022,789,4.9862303028944376e-5,1.0281342128977026e-4,bci
calolo,4,1995-05-20,2000-05-14,4.983606557377049,1022,1151,864,6.773365054848834e-5,1.2303517536339337e-4,bci
calolo,5,2000-05-14,2005-05-29,5.041095890410959,1151,1461,990,6.779001013435114e-5,1.9831735884024462e-4,bci
calolo,6,2005-05-29,2010-05-17,4.967123287671233,1461,1878,1291,7.187243440868583e-5,2.481712882229328e-4,bci
calolo,7,2010-05-17,2015-07-09,5.144808743169399,1878,2237,1608,1.1162428106211015e-4,2.600432325483973e-4,bci
hyeral,1,1982-01-01,1985-05-03,3.334246575342466,101,102,91,6.218750621720691e-6,6.84062568389276e-6,bci
hyeral,2,1985-05-03,1990-08-10,5.271232876712329,102,99,85,6.935326918057239e-6,5.711445697223608e-6,bci
hyeral,3,1990-08-10,1995-05-20,4.7753424657534245,99,90,84,6.6966319562134166e-6,2.6786527824853663e-6,bci
hyeral,4,1995-05-20,2000-05-14,4.983606557377049,90,79,72,7.881819696550168e-6,3.0651521042139544e-6,bci
hyeral,5,2000-05-14,2005-05-29,5.041095890410959,79,86,69,4.185484959556663e-6,7.115324431246326e-6,bci
hyeral,6,2005-05-29,2010-05-17,4.967123287671233,86,118,70,6.982494100683525e-6,2.0947482302050573e-5,bci
hyeral,7,2010-05-17,2015-07-09,5.144808743169399,118,110,96,9.277670384460823e-6,5.903972062838706e-6,bci
zuelgu,1,1982-01-01,1985-05-03,3.334246575342466,40,43,38,1.2212838240792135e-6,3.0532095601980336e-6,bci
zuelgu,2,1985-05-03,1990-08-10,5.271232876712329,43,41,33,4.2118185235601e-6,3.36945481884808e-6,bci
zuelgu,3,1990-08-10,1995-05-20,4.7753424657534245,41,43,31,4.663065963885565e-6,5.595679156662679e-6,bci
zuelgu,4,1995-05-20,2000-05-14,4.983606557377049,43,37,32,4.950500794855847e-6,2.250227634025385e-6,bci
zuelgu,5,2000-05-14,2005-05-29,5.041095890410959,37,35,27,4.483606463840685e-6,3.5868851710725484e-6,bci
zuelgu,6,2005-05-29,2010-05-17,4.967123287671233,35,33,25,4.584751946927898e-6,3.6678015575423182e-6,bci
zuelgu,7,2010-05-17,2015-07-09,5.144808743169399,33,28,24,3.96140619292455e-6,1.7606249746331335e-6,bci
cecrin,1,1982-01-01,1985-05-03,3.334246575342466,513,450,343,1.1668416853238909e-4,7.34423884292096e-5,bci
cecrin,2,1985-05-03,1990-08-10,5.271232876712329,450,402,288,7.306167928374817e-5,5.141377431078575e-5,bci
cecrin,3,1990-08-10,1995-05-20,4.7753424657534245,402,380,293,5.152522149054853e-5,4.1125635501630476e-5,bci
cecrin,4,1995-05-20,2000-05-14,4.983606557377049,380,715,308,3.1370090471061225e-5,1.7732815030169333e-4,bci
cecrin,5,2000-05-14,2005-05-29,5.041095890410959,715,1146,454,1.2320458139731164e-4,3.266573575744814e-4,bci
cecrin,6,2005-05-29,2010-05-17,4.967123287671233,1146,894,524,3.340839857899787e-4,1.987316314184761e-4,bci
cecrin,7,2010-05-17,2015-07-09,5.144808743169399,894,1381,530,0.00017277366750478464,4.039296457323399e-4,bci
hassfl,1,1982-01-01,1985-05-03,3.334246575342466,1139,1029,984,9.777983497429529e-5,2.8387694024795405e-5,bci
hassfl,2,1985-05-03,1990-08-10,5.271232876712329,1029,867,837,7.907018644669347e-5,1.2354716632295854e-5,bci
hassfl,3,1990-08-10,1995-05-20,4.7753424657534245,867,690,674,8.906672803299576e-5,7.383770199626592e-6,bci
hassfl,4,1995-05-20,2000-05-14,4.983606557377049,690,551,532,7.016288048125195e-5,8.437308412302448e-6,bci
hassfl,5,2000-05-14,2005-05-29,5.041095890410959,551,491,454,4.152714104807869e-5,1.584024967813311e-5,bci
hassfl,6,2005-05-29,2010-05-17,4.967123287671233,491,424,381,4.888673722491292e-5,1.911027000610232e-5,bci
hassfl,7,2010-05-17,2015-07-09,5.144808743169399,424,390,338,3.6552881662232755e-5,2.2101742400419807e-5,bci
sponmo,1,1982-01-01,1985-05-03,3.334246575342466,55,61,41,9.276799205109673e-6,1.325257029301382e-5,bci
sponmo,2,1985-05-03,1990-08-10,5.271232876712329,61,95,47,5.887570455483187e-6,2.0185955847370927e-5,bci
sponmo,3,1990-08-10,1995-05-20,4.7753424657534245,95,106,74,9.683936922684818e-6,1.4756475310757818e-5,bci
sponmo,4,1995-05-20,2000-05-14,4.983606557377049,106,89,72,1.583086441985721e-5,7.915432209928605e-6,bci
sponmo,5,2000-05-14,2005-05-29,5.041095890410959,89,102,68,9.253664473798742e-6,1.4982123433769392e-5,bci
sponmo,6,2005-05-29,2010-05-17,4.967123287671233,102,122,87,6.429301097979903e-6,1.5001702561953109e-5,bci
sponmo,7,2010-05-17,2015-07-09,5.144808743169399,122,164,95,1.157966180865164e-5,2.959246906655419e-5,bci
ingama,1,1982-01-01,1985-05-03,3.334246575342466,898,877,674,1.480970168452091e-4,1.3421292151597074e-4,bci
ingama,2,1985-05-03,1990-08-10,5.271232876712329,877,806,563,1.4145334817850032e-4,1.0946867390883942e-4,bci
ingama,3,1990-08-10,1995-05-20,4.7753424657534245,806,611,500,1.5338418225888909e-4,5.563936023116565e-5,bci
ingama,4,1995-05-20,2000-05-14,4.983606557377049,611,450,379,1.1166416321581965e-4,3.417308443242756e-5,bci
ingama,5,2000-05-14,2005-05-29,5.041095890410959,450,437,293,7.343434843543087e-5,6.735379729109583e-5,bci
ingama,6,2005-05-29,2010-05-17,4.967123287671233,437,804,322,5.211556936386757e-5,2.1843221246421016e-4,bci
ingama,7,2010-05-17,2015-07-09,5.144808743169399,804,1162,596,9.089390669466089e-5,2.473363037941253e-4,bci
allops,1,1982-01-01,1985-05-03,3.334246575342466,175,176,147,1.783180076408361e-5,1.8468650791372313e-5,bci
allops,2,1985-05-03,1990-08-10,5.271232876712329,176,159,141,1.449911558597952e-5,7.45668801564661e-6,bci
allops,3,1990-08-10,1995-05-20,4.7753424657534245,159,131,124,1.613269030532378e-5,3.2265380610647563e-06,bci
allops,4,1995-05-20,2000-05-14,4.983606557377049,131,114,101,1.3322210773799529e-5,5.772958001979796e-6,bci
allops,5,2000-05-14,2005-05-29,5.041095890410959,114,105,94,8.559875808525167e-6,4.707931694688841e-6,bci
allops,6,2005-05-29,2010-05-17,4.967123287671233,105,115,94,4.626982943733567e-6,8.833331074400447e-6,bci
allops,7,2010-05-17,2015-07-09,5.144808743169399,115,101,89,1.1177056263209991e-5,5.158641352250765e-6,bci
virosp,1,1982-01-01,1985-05-03,3.334246575342466,58,53,52,3.7375564292072667e-6,6.229260715345444e-7,bci
virosp,2,1985-05-03,1990-08-10,5.271232876712329,53,53,50,1.1652855977573845e-6,1.1652855977573845e-6,bci
virosp,3,1990-08-10,1995-05-20,4.7753424657534245,53,51,49,1.7276291125242657e-6,8.638145562621328e-7,bci
virosp,4,1995-05-20,2000-05-14,4.983606557377049,51,48,46,2.0901697543038134e-6,8.360679017215254e-7,bci
virosp,5,2000-05-14,2005-05-29,5.041095890410959,48,44,44,1.6427809458130227e-6,0,bci
virosp,6,2005-05-29,2010-05-17,4.967123287671233,44,41,40,1.6724649236425524e-6,4.181162309106381e-7,bci
virosp,7,2010-05-17,2015-07-09,5.144808743169399,41,34,32,3.856477942009802e-6,8.569950982244004e-7,bci
sympgl,1,1982-01-01,1985-05-03,3.334246575342466,189,183,164,1.5747429293803187e-5,1.196804626329042e-5,bci
sympgl,2,1985-05-03,1990-08-10,5.271232876712329,183,178,153,1.2223172599533297e-5,1.0185977166277747e-5,bci
sympgl,3,1990-08-10,1995-05-20,4.7753424657534245,178,170,153,1.1105841075145538e-5,7.5519719310989654e-6,bci
sympgl,4,1995-05-20,2000-05-14,4.983606557377049,170,164,141,1.2523971623195685e-5,9.932805080465544e-6,bci
sympgl,5,2000-05-14,2005-05-29,5.041095890410959,164,156,137,1.1497924392511605e-5,8.091131979915574e-6,bci
sympgl,6,2005-05-29,2010-05-17,4.967123287671233,156,157,132,1.0318679760567784e-5,1.0748624750591443e-5,bci
sympgl,7,2010-05-17,2015-07-09,5.144808743169399,157,155,138,7.774824452357635e-6,6.956421878425253e-6,bci
guetfo,1,1982-01-01,1985-05-03,3.334246575342466,384,388,368,9.740749789672834e-6,1.2175937237091042e-5,bci
guetfo,2,1985-05-03,1990-08-10,5.271232876712329,388,378,354,1.3384012374830586e-5,9.447538146939237e-6,bci
guetfo,3,1990-08-10,1995-05-20,4.7753424657534245,378,347,342,1.5679653856345126e-5,2.1777297022701564e-6,bci
guetfo,4,1995-05-20,2000-05-14,4.983606557377049,347,307,303,1.8627520353822083e-5,1.693410941256553e-6,bci
guetfo,5,2000-05-14,2005-05-29,5.041095890410959,307,271,265,1.7659859385693984e-5,2.5228370550991406e-6,bci
guetfo,6,2005-05-29,2010-05-17,4.967123287671233,271,253,244,1.133180827614923e-5,3.7772694253830768e-6,bci
guetfo,7,2010-05-17,2015-07-09,5.144808743169399,253,236,233,8.034876138191661e-6,1.2052314207287492e-6,bci
mar1la,1,1982-01-01,1985-05-03,3.334246575342466,23,27,22,6.091964165744448e-7,3.045982082872224e-6,bci
mar1la,2,1985-05-03,1990-08-10,5.271232876712329,27,26,26,3.852418413710934e-7,0,bci
mar1la,3,1990-08-10,1995-05-20,4.7753424657534245,26,27,25,4.2533591922355104e-7,8.506718384471021e-7,bci
mar1la,4,1995-05-20,2000-05-14,4.983606557377049,27,28,25,8.275074087057403e-7,1.2412611130586106e-6,bci
mar1la,5,2000-05-14,2005-05-29,5.041095890410959,28,29,28,0,NaN,bci
mar1la,6,2005-05-29,2010-05-17,4.967123287671233,29,27,25,1.707431108497853e-6,8.537155542489265e-7,bci
mar1la,7,2010-05-17,2015-07-09,5.144808743169399,27,26,24,1.222208999546767e-6,8.148059996978447e-7,bci
ficutr,1,1982-01-01,1985-05-03,3.334246575342466,8,6,6,1.322616976661539e-6,0,bci
ficutr,2,1985-05-03,1990-08-10,5.271232876712329,6,5,5,4.079604069445435e-7,0,bci
ficutr,3,1990-08-10,1995-05-20,4.7753424657534245,5,6,5,0,NaN,bci
ficutr,4,1995-05-20,2000-05-14,4.983606557377049,6,6,5,4.310777088296716e-7,4.310777088296716e-7,bci
ficutr,5,2000-05-14,2005-05-29,5.041095890410959,6,5,5,4.262500109151368e-7,0,bci
ficutr,6,2005-05-29,2010-05-17,4.967123287671233,5,5,5,0,NaN,bci
ficutr,7,2010-05-17,2015-07-09,5.144808743169399,5,9,5,0,NaN,bci
aspicr,1,1982-01-01,1985-05-03,3.334246575342466,451,482,436,9.104305484867938e-6,2.791987015359501e-5,bci
aspicr,2,1985-05-03,1990-08-10,5.271232876712329,482,503,456,1.0087749679661362e-5,1.8235547497849385e-5,bci
aspicr,3,1990-08-10,1995-05-20,4.7753424657534245,503,508,476,1.1556019308178766e-5,1.3696022883767427e-5,bci
aspicr,4,1995-05-20,2000-05-14,4.983606557377049,508,514,481,1.1073320345661582e-5,1.3534058200253044e-5,bci
aspicr,5,2000-05-14,2005-05-29,5.041095890410959,514,515,482,1.302483956515755e-5,1.3431865801568723e-5,bci
aspicr,6,2005-05-29,2010-05-17,4.967123287671233,515,524,485,1.2370655568094195e-5,1.6081852238522453e-5,bci
aspicr,7,2010-05-17,2015-07-09,5.144808743169399,524,542,483,1.6465779582871767e-5,2.369465842413254e-5,bci
dendar,1,1982-01-01,1985-05-03,3.334246575342466,175,163,158,1.0564389516247947e-5,3.107173387131749e-6,bci
dendar,2,1985-05-03,1990-08-10,5.271232876712329,163,138,137,1.0571574263169053e-5,4.065990101218867e-7,bci
dendar,3,1990-08-10,1995-05-20,4.7753424657534245,138,115,115,1.0338994925004477e-5,0,bci
dendar,4,1995-05-20,2000-05-14,4.983606557377049,115,103,101,5.91362409585823e-6,8.448034422654614e-7,bci
dendar,5,2000-05-14,2005-05-29,5.041095890410959,103,88,87,6.784481488094794e-6,4.240300930059246e-7,bci
dendar,6,2005-05-29,2010-05-17,4.967123287671233,88,79,76,5.118688534813094e-6,1.2796721337032733e-6,bci
dendar,7,2010-05-17,2015-07-09,5.144808743169399,79,72,71,3.245116487334963e-6,4.0563956091687035e-7,bci
andiin,1,1982-01-01,1985-05-03,3.334246575342466,317,324,303,8.530870464819689e-6,1.2796305697229533e-5,bci
andiin,2,1985-05-03,1990-08-10,5.271232876712329,324,327,303,8.185579999551756e-6,9.354948570916292e-6,bci
andiin,3,1990-08-10,1995-05-20,4.7753424657534245,327,322,312,6.399409558179289e-6,4.266273038786192e-6,bci
andiin,4,1995-05-20,2000-05-14,4.983606557377049,322,305,297,1.0359553744278921e-5,3.3150571981692547e-6,bci
andiin,5,2000-05-14,2005-05-29,5.041095890410959,305,301,297,3.207816445055608e-6,1.603908222527804e-6,bci
andiin,6,2005-05-29,2010-05-17,4.967123287671233,301,287,285,6.583641798699795e-6,8.229552248374744e-7,bci
andiin,7,2010-05-17,2015-07-09,5.144808743169399,287,275,271,6.364416794153922e-6,1.5911041985384805e-6,bci
ingas1,1,1982-01-01,1985-05-03,3.334246575342466,211,257,205,3.635426346175052e-6,3.150702833351712e-5,bci
ingas1,2,1985-05-03,1990-08-10,5.271232876712329,257,315,241,6.229823982135436e-6,2.8812935917376393e-5,bci
ingas1,3,1990-08-10,1995-05-20,4.7753424657534245,315,356,299,6.839867330395134e-6,2.4367027364532666e-5,bci
ingas1,4,1995-05-20,2000-05-14,4.983606557377049,356,379,320,1.5069406831647915e-5,2.469708341853408e-5,bci
ingas1,5,2000-05-14,2005-05-29,5.041095890410959,379,440,346,1.3574761964697693e-5,3.866750377822979e-5,bci
ingas1,6,2005-05-29,2010-05-17,4.967123287671233,440,619,413,1.114813042452183e-5,8.505610620190729e-5,bci
ingas1,7,2010-05-17,2015-07-09,5.144808743169399,619,912,574,1.8029258029076685e-5,1.354197603072871e-4,bci
diptpa,1,1982-01-01,1985-05-03,3.334246575342466,56,54,52,2.461885200994809e-6,1.2309426004974045e-6,bci
diptpa,2,1985-05-03,1990-08-10,5.271232876712329,54,54,51,1.164767436591771e-6,1.164767436591771e-6,bci
diptpa,3,1990-08-10,1995-05-20,4.7753424657534245,54,52,50,1.7266139620824904e-6,8.633069810412452e-7,bci
diptpa,4,1995-05-20,2000-05-14,4.983606557377049,52,47,47,2.0884617259037553e-6,0,bci
diptpa,5,2000-05-14,2005-05-29,5.041095890410959,47,51,44,1.2218899508300032e-6,2.851076551936674e-6,bci
diptpa,6,2005-05-29,2010-05-17,4.967123287671233,51,52,47,1.6635454639640782e-6,2.0794318299550975e-6,bci
diptpa,7,2010-05-17,2015-07-09,5.144808743169399,52,63,50,7.89814771043221e-7,5.133796011780936e-6,bci
ast2gr,1,1982-01-01,1985-05-03,3.334246575342466,70,66,65,3.077356501243511e-6,6.154713002487022e-7,bci
ast2gr,2,1985-05-03,1990-08-10,5.271232876712329,66,74,64,7.683261586250141e-7,3.84163079312507e-6,bci
ast2gr,3,1990-08-10,1995-05-20,4.7753424657534245,74,83,73,4.2107360215307075e-7,4.210736021530707e-6,bci
ast2gr,4,1995-05-20,2000-05-14,4.983606557377049,83,82,74,3.779393849417753e-6,3.3594611994824473e-6,bci
ast2gr,5,2000-05-14,2005-05-29,5.041095890410959,82,103,76,2.4534822981080495e-6,1.1040670341486222e-5,bci
ast2gr,6,2005-05-29,2010-05-17,4.967123287671233,103,120,98,2.0534409779001974e-6,9.035140302760869e-6,bci
ast2gr,7,2010-05-17,2015-07-09,5.144808743169399,120,135,113,2.7874718749814954e-6,8.760625892798987e-6,bci
hirtam,1,1982-01-01,1985-05-03,3.334246575342466,51,51,48,1.8378464498703662e-6,1.8378464498703662e-6,bci
hirtam,2,1985-05-03,1990-08-10,5.271232876712329,51,49,44,2.817167038859274e-6,2.012262170613767e-6,bci
hirtam,3,1990-08-10,1995-05-20,4.7753424657534245,49,41,39,4.574152402685835e-6,9.148304805371671e-7,bci
